"ISO-date","Name","PMB-id","Latitude","Longitude","Type","Wikidata"
1902-10-20,"Breslau",pmb677,"51,10773","17,03533","Besiedelter Ort Populated place","Q1799"
1906-01-22,"Breslau",pmb677,"51,10773","17,03533","Besiedelter Ort Populated place","Q1799"
1906-01-23,"Breslau",pmb677,"51,10773","17,03533","Besiedelter Ort Populated place","Q1799"
1898-08-19,"Brienz",pmb90396,"46,7545","8,03847","Besiedelter Ort Populated place","Q65268"
1926-08-27,"Brienz",pmb90396,"46,7545","8,03847","Besiedelter Ort Populated place","Q65268"
1926-08-27,"Brienzersee",pmb90398,"46,72545","7,97099","See Lake","Q14442"
1926-08-16,"Brig",pmb90400,"46,31667","7,98333","Hauptstadt Capital","Q15582"
1926-08-17,"Brig",pmb90400,"46,31667","7,98333","Hauptstadt Capital","Q15582"
1888-07-21,"Brighton",pmb36448,"50,82838","-0,13947","Hauptstadt Capital","Q131491"
1888-07-22,"Brighton",pmb36448,"50,82838","-0,13947","Hauptstadt Capital","Q131491"
1888-07-23,"Brighton",pmb36448,"50,82838","-0,13947","Hauptstadt Capital","Q131491"
1912-05-11,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-05-12,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-05-13,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-05-14,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-21,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-22,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-23,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-24,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-25,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-26,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-27,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-28,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-29,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-30,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-07-31,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-01,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-02,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-03,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-04,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-05,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-06,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-07,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-08,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-09,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-10,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-11,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-12,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-13,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-14,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-15,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-16,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-17,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-18,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-19,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-20,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-21,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-22,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-23,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1912-08-24,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-24,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-25,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-26,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-27,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-28,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-29,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-30,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-07-31,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-01,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-02,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-03,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-04,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-05,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-06,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-07,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-08,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-09,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-10,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-11,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-12,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-13,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-14,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-16,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-17,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-18,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-19,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-20,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-21,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1913-08-22,"Brijuni",pmb45260,"44,91417","13,76222","Besiedelter Ort Populated place","Q2572091"
1896-07-15,"Britannia Hotel",pmb199726,"63,432","10,3988","Hotel Hotel","Q11962310"
1888-05-28,"British Museum",pmb185183,"51,519444444444446","-0,12694444444444444","Museum Museum","Q6373"
1897-05-28,"British Museum",pmb185183,"51,519444444444446","-0,12694444444444444","Museum Museum","Q6373"
1901-07-15,"Brixen",pmb43040,"46,71503","11,65598","Hauptstadt Capital"
1901-07-16,"Brixen",pmb43040,"46,71503","11,65598","Hauptstadt Capital"
1925-06-29,"Brixen",pmb43040,"46,71503","11,65598","Hauptstadt Capital"
1898-06-06,"Bruck an der Mur",pmb840,"47,41667","15,28333","Hauptstadt Capital","Q259893"
1898-07-18,"Bruck an der Mur",pmb840,"47,41667","15,28333","Hauptstadt Capital","Q259893"
1898-07-20,"Bruck an der Mur",pmb840,"47,41667","15,28333","Hauptstadt Capital","Q259893"
1902-09-03,"Bruck an der Mur",pmb840,"47,41667","15,28333","Hauptstadt Capital","Q259893"
1895-08-26,"Bruckbräu",pmb114,"47,759957","11,555839","Lokal Restaurant","Q41256051"
1901-07-30,"Bruneck",pmb1236,"46,7963","11,9449","Hauptstadt Capital"
1907-07-18,"Bruneck",pmb1236,"46,7963","11,9449","Hauptstadt Capital"
1891-06-06,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-06-07,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-06-15,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-06-16,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-06-26,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-06-28,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-07-17,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-08-09,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-08-22,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1891-09-06,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1893-06-04,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1893-06-25,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1896-04-25,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1896-04-26,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1896-04-29,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1903-05-23,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1903-06-18,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1903-08-06,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1919-04-10,"Brunn am Gebirge",pmb40201,"48,10917","16,29204","Verwaltungsgebiet Administrative district","Q871405"
1885-08-18,"Brunnen",pmb53632,"46,9936","8,60538","Besiedelter Ort Populated place","Q675405"
1885-08-20,"Brunnen",pmb53632,"46,9936","8,60538","Besiedelter Ort Populated place","Q675405"
1898-08-23,"Brunnen",pmb53632,"46,9936","8,60538","Besiedelter Ort Populated place","Q675405"
1910-05-20,"Brunnen",pmb53632,"46,9936","8,60538","Besiedelter Ort Populated place","Q675405"
1910-05-21,"Brunnen",pmb53632,"46,9936","8,60538","Besiedelter Ort Populated place","Q675405"
1907-07-23,"Brunstalm",pmb246641,"46,736111111111","12,072777777778","Berg Mountain","Q31628459"
1921-08-31,"Bräu [München]",pmb292443,"","","Lokal Restaurant"
1921-09-01,"Bräu [München]",pmb292443,"","","Lokal Restaurant"
1921-09-04,"Bräu [München]",pmb292443,"","","Lokal Restaurant"
1892-09-04,"Bräuningsattel",pmb92178,"47,668862","13,794191",""
1898-08-02,"Bräustüberl Tegernsee",pmb200930,"47,707789","11,756192","Lokal Restaurant","Q130711496"
1914-03-28,"Brüder Herzl, Juweliere",pmb256061,"48,206963","16,370101","Geschäft Shop"
1914-04-29,"Brüder Herzl, Juweliere",pmb256061,"48,206963","16,370101","Geschäft Shop"
1914-06-24,"Brüder Herzl, Juweliere",pmb256061,"48,206963","16,370101","Geschäft Shop"
1914-06-24,"Brüder Samek, Gold-, Silber und Juwelenhandel",pmb256611,"48,209721","16,373395","Geschäft Shop"
1888-08-17,"Brügge",pmb36460,"51,20892","3,22424","Besiedelter Ort Populated place"
1880-06-27,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1890-03-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1891-07-30,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-05-21,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-06-04,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-06-11,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-06-22,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-06-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-06-28,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-07-23,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-07-24,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-08-15,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1893-09-08,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-01-13,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-04-30,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-05-05,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-05-23,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-05-29,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-06-06,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-09-22,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1895-09-29,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-03-22,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-04-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-05-17,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-05-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-05-28,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-09-06,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-12-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1896-12-30,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1897-01-17,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1897-03-25,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1897-06-17,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1897-06-22,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1900-06-22,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1900-06-24,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1900-10-17,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1901-05-20,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1901-10-29,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1901-11-07,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1902-04-20,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1902-06-24,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1902-06-26,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1905-04-09,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1905-05-13,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1905-06-05,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1912-04-28,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1921-03-18,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1925-02-08,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1925-07-29,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1928-05-15,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1928-07-12,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1930-06-14,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1931-07-01,"Brühl",pmb44413,"48,08509","16,24801","Tal Valley"
1888-05-12,"Brühlsche Terrasse",pmb185116,"51,053427","13,740206","Gebäude Building","Q25711"
1904-02-18,"Brühlsche Terrasse",pmb185116,"51,053427","13,740206","Gebäude Building","Q25711"
1910-05-24,"Brünig",pmb90404,"46,75638","8,13777","Besiedelter Ort Populated place"
1926-09-04,"Brünig",pmb90404,"46,75638","8,13777","Besiedelter Ort Populated place"
1891-04-03,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1891-05-21,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1903-10-19,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1903-10-20,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1911-02-12,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1911-02-13,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1922-10-25,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1922-10-26,"Brünn",pmb833,"49,19522","16,60796","Besiedelter Ort Populated place","Q14960"
1911-02-12,"Brünn Hauptbahnhof",pmb251671,"49,19083333","16,61277778","Bahnhofsgebäude Railway station building","Q921772"
1911-02-13,"Brünn Hauptbahnhof",pmb251671,"49,19083333","16,61277778","Bahnhofsgebäude Railway station building","Q921772"
1922-10-25,"Brünn Hauptbahnhof",pmb251671,"49,19083333","16,61277778","Bahnhofsgebäude Railway station building","Q921772"
1922-10-26,"Brünn Hauptbahnhof",pmb251671,"49,19083333","16,61277778","Bahnhofsgebäude Railway station building","Q921772"
1888-08-21,"Brüssel",pmb862,"50,85045","4,34878","Hauptstadt Capital","Q239"
1888-08-22,"Brüssel",pmb862,"50,85045","4,34878","Hauptstadt Capital","Q239"
1888-08-23,"Brüssel",pmb862,"50,85045","4,34878","Hauptstadt Capital","Q239"
1908-02-28,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1909-10-05,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1909-10-18,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1910-10-14,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1911-11-18,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1912-10-30,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1912-10-31,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1912-11-19,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1912-12-04,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1913-04-14,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1913-04-21,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1913-04-24,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1913-05-07,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1913-09-29,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1914-09-11,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1915-02-06,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1916-03-28,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1916-05-24,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1916-11-28,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1917-02-12,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1918-10-10,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1919-06-21,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1919-07-03,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1919-09-23,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1919-11-22,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1920-07-08,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1920-09-29,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1922-06-13,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1922-11-08,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1924-01-02,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1924-03-06,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1924-04-12,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1924-12-05,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1926-07-23,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1926-09-28,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1926-12-15,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1926-12-17,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1929-12-24,"Buch- und Kunsthandlung Hugo Heller & Cie.",pmb237721,"48,209673","16,37127","Buchhandlung Bookshop"
1874-08-05,"Buchau",pmb255586,"47,43564","11,72954","Teil eines besiedelten Ortes Part of a populated place","Q132817076"
1922-06-09,"Buchhandlung Kienreich",pmb288770,"47,07215","15,43772","Buchhandlung Bookshop"
1925-01-12,"Buchhandlung Momber",pmb245301,"47,994483","7,850161","Buchhandlung Bookshop"
1925-01-09,"Buchhandlung Paul Neff",pmb251763,"48,7756","9,17445","Buchhandlung Bookshop"
1913-06-10,"Buchs",pmb859,"47,1664","9,4735","Hauptstadt Capital"
1914-08-10,"Buchs",pmb859,"47,1664","9,4735","Hauptstadt Capital"
1914-08-15,"Buchs",pmb859,"47,1664","9,4735","Hauptstadt Capital"
1925-02-01,"Buchs",pmb859,"47,1664","9,4735","Hauptstadt Capital"
1930-07-17,"Buchs",pmb859,"47,1664","9,4735","Hauptstadt Capital"
1885-06-28,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1885-06-29,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1885-06-30,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1899-06-28,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1902-06-07,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1902-06-08,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1908-12-17,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1908-12-18,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1908-12-19,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1908-12-20,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1913-04-16,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1913-04-17,"Budapest",pmb43471,"47,49835","19,04045","Hauptstadt Capital","Q1781"
1890-12-27,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1891-01-08,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1894-12-10,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1894-12-29,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1896-09-21,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1899-01-07,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1899-10-18,"Budapest-Orpheum",pmb92180,"48,213595","16,37968","Veranstaltungsgebäude Event venue"
1899-04-27,"Budapester Possen- und Operettentheater",pmb293230,"52,521369","13,412515","Theater Theatre"
1929-11-22,"Buffet Colosseum",pmb185520,"48,222832","16,353836","Lokal Restaurant"
1930-10-23,"Buffet Colosseum",pmb185520,"48,222832","16,353836","Lokal Restaurant"
1893-03-21,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1912-09-17,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1912-10-18,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1912-10-26,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1913-05-30,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1913-09-15,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1913-09-22,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1913-12-01,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
1913-12-16,"Bundesgymnasium Döbling",pmb253629,"48,23555","16,348401","Schule School"
